2026-05-07 04:29:17 | INFO     | run                  | ======================================================================
2026-05-07 04:29:17 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-05-07 04:29:17 | INFO     | run                  | ======================================================================
2026-05-07 04:29:17 | INFO     | run                  | Execution Time: 2026-05-07 09:29:17 PKT
2026-05-07 04:29:17 | INFO     | run                  | Configuration:
2026-05-07 04:29:17 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-05-07 04:29:17 | INFO     | run                  |    - Data directory: data
2026-05-07 04:29:17 | INFO     | run                  |    - Log directory: logs
2026-05-07 04:29:17 | INFO     | run                  | ======================================================================
2026-05-07 04:29:17 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-05-07 04:29:17 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-05-07 04:29:21 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-05-07 04:29:23 | DEBUG    | fetch_data           | Response status: 200
2026-05-07 04:29:23 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-05-07 04:29:23 | DEBUG    | fetch_data           | Response size: 468944 bytes
2026-05-07 04:29:23 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-05-07 04:29:23 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-05-07 04:29:23 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-05-07 04:29:23 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-05-07 04:29:23 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
2026-05-07 04:29:23 | INFO     | parse_html           | Attempting HTML fallback parsing...
2026-05-07 04:29:23 | DEBUG    | parse_html           | Found 1 table(s) in HTML
2026-05-07 04:29:23 | DEBUG    | parse_html           | Table columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-07 04:29:23 | DEBUG    | parse_html           | Table shape: (489, 11)
2026-05-07 04:29:23 | INFO     | parse_html           | ✅ HTML parsed successfully (489 rows)
2026-05-07 04:29:23 | INFO     | clean_data           | Cleaning data...
2026-05-07 04:29:23 | DEBUG    | clean_data           | Initial shape: (489, 11)
2026-05-07 04:29:23 | DEBUG    | clean_data           | Initial columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-07 04:29:23 | DEBUG    | clean_data           | Removed 'LISTED IN' column
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted LDCP from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted OPEN from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted HIGH from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted LOW from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted CURRENT from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted CHANGE from float64 to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted CHANGE (%) from str to numeric
2026-05-07 04:29:23 | DEBUG    | clean_data           | Converted VOLUME from int64 to numeric
2026-05-07 04:29:23 | INFO     | clean_data           | ✅ Data cleaned (489 rows, 16 columns)
2026-05-07 04:29:23 | DEBUG    | clean_data           | Final columns: ['SYMBOL', 'SECTOR', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME', 'YEAR', 'MONTH', 'DAY', 'HOUR', 'MINUTE', 'DATETIME']
2026-05-07 04:29:23 | DEBUG    | get_file_path        | Generated file path: data/2026/05/2026-05-07.xlsx
2026-05-07 04:29:23 | INFO     | save_data            | Saving data to: data/2026/05/2026-05-07.xlsx
2026-05-07 04:29:23 | DEBUG    | save_data            | Writing to temporary file...
2026-05-07 04:29:24 | DEBUG    | save_data            | Data written to temp file: /home/runner/work/varelix-kyrion/varelix-kyrion/data/2026/05/tmpqcsk_2l8.xlsx
2026-05-07 04:29:24 | DEBUG    | save_data            | Temp file moved to final location
2026-05-07 04:29:24 | INFO     | save_data            | ✅ Data saved successfully (489 total rows, 41781 bytes)
2026-05-07 04:29:24 | INFO     | run                  | ======================================================================
2026-05-07 04:29:24 | INFO     | run                  | 📊 EXECUTION SUMMARY:
2026-05-07 04:29:24 | INFO     | run                  |    ✅ Status: SUCCESS
2026-05-07 04:29:24 | INFO     | run                  |    - Rows processed: 489
2026-05-07 04:29:24 | INFO     | run                  |    - Unique symbols: 489
2026-05-07 04:29:24 | INFO     | run                  |    - Timestamp: 2026-05-07 09:29:17
2026-05-07 04:29:24 | INFO     | run                  |    - File: data/2026/05/2026-05-07.xlsx
2026-05-07 04:29:24 | INFO     | run                  | ======================================================================
2026-05-07 04:29:24 | DEBUG    | run                  | Sample data (first row):
2026-05-07 04:29:24 | DEBUG    | run                  | {'SYMBOL': 'HASCOLNC', 'SECTOR': 821, 'LDCP': 22.69, 'OPEN': 22.16, 'HIGH': 23.71, 'LOW': 22.07, 'CURRENT': 22.69, 'CHANGE': 1.14, 'CHANGE (%)': nan, 'VOLUME': 103469786, 'YEAR': 2026, 'MONTH': 5, 'DAY': 7, 'HOUR': 9, 'MINUTE': 29, 'DATETIME': '2026-05-07 09:29'}
2026-05-07 04:34:24 | INFO     | run                  | ======================================================================
2026-05-07 04:34:24 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-05-07 04:34:24 | INFO     | run                  | ======================================================================
2026-05-07 04:34:24 | INFO     | run                  | Execution Time: 2026-05-07 09:34:24 PKT
2026-05-07 04:34:24 | INFO     | run                  | Configuration:
2026-05-07 04:34:24 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-05-07 04:34:24 | INFO     | run                  |    - Data directory: data
2026-05-07 04:34:24 | INFO     | run                  |    - Log directory: logs
2026-05-07 04:34:24 | INFO     | run                  | ======================================================================
2026-05-07 04:34:24 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-05-07 04:34:24 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-05-07 04:34:27 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-05-07 04:34:28 | DEBUG    | fetch_data           | Response status: 200
2026-05-07 04:34:28 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-05-07 04:34:28 | DEBUG    | fetch_data           | Response size: 468944 bytes
2026-05-07 04:34:28 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-05-07 04:34:28 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-05-07 04:34:28 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-05-07 04:34:28 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-05-07 04:34:28 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
