2026-05-11 03:47:12 | INFO     | run                  | ======================================================================
2026-05-11 03:47:12 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-05-11 03:47:12 | INFO     | run                  | ======================================================================
2026-05-11 03:47:12 | INFO     | run                  | Execution Time: 2026-05-11 08:47:12 PKT
2026-05-11 03:47:12 | INFO     | run                  | Configuration:
2026-05-11 03:47:12 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-05-11 03:47:12 | INFO     | run                  |    - Data directory: data
2026-05-11 03:47:12 | INFO     | run                  |    - Log directory: logs
2026-05-11 03:47:12 | INFO     | run                  | ======================================================================
2026-05-11 03:47:12 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-05-11 03:47:12 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-05-11 03:47:15 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-05-11 03:47:18 | DEBUG    | fetch_data           | Response status: 200
2026-05-11 03:47:18 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-05-11 03:47:18 | DEBUG    | fetch_data           | Response size: 468074 bytes
2026-05-11 03:47:18 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-05-11 03:47:18 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-05-11 03:47:18 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-05-11 03:47:18 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-05-11 03:47:18 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
2026-05-11 03:47:18 | INFO     | parse_html           | Attempting HTML fallback parsing...
2026-05-11 03:47:18 | DEBUG    | parse_html           | Found 1 table(s) in HTML
2026-05-11 03:47:18 | DEBUG    | parse_html           | Table columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-11 03:47:18 | DEBUG    | parse_html           | Table shape: (487, 11)
2026-05-11 03:47:18 | INFO     | parse_html           | ✅ HTML parsed successfully (487 rows)
2026-05-11 03:47:18 | INFO     | clean_data           | Cleaning data...
2026-05-11 03:47:18 | DEBUG    | clean_data           | Initial shape: (487, 11)
2026-05-11 03:47:18 | DEBUG    | clean_data           | Initial columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-11 03:47:18 | DEBUG    | clean_data           | Removed 'LISTED IN' column
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted LDCP from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted OPEN from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted HIGH from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted LOW from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted CURRENT from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted CHANGE from float64 to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted CHANGE (%) from str to numeric
2026-05-11 03:47:18 | DEBUG    | clean_data           | Converted VOLUME from int64 to numeric
2026-05-11 03:47:18 | INFO     | clean_data           | ✅ Data cleaned (487 rows, 16 columns)
2026-05-11 03:47:18 | DEBUG    | clean_data           | Final columns: ['SYMBOL', 'SECTOR', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME', 'YEAR', 'MONTH', 'DAY', 'HOUR', 'MINUTE', 'DATETIME']
2026-05-11 03:47:18 | DEBUG    | get_file_path        | Generated file path: data/2026/05/2026-05-11.xlsx
2026-05-11 03:47:18 | INFO     | save_data            | Saving data to: data/2026/05/2026-05-11.xlsx
2026-05-11 03:47:18 | DEBUG    | save_data            | Writing to temporary file...
2026-05-11 03:47:18 | DEBUG    | save_data            | Data written to temp file: /home/runner/work/varelix-kyrion/varelix-kyrion/data/2026/05/tmps404idou.xlsx
2026-05-11 03:47:18 | DEBUG    | save_data            | Temp file moved to final location
2026-05-11 03:47:18 | INFO     | save_data            | ✅ Data saved successfully (487 total rows, 41668 bytes)
2026-05-11 03:47:18 | INFO     | run                  | ======================================================================
2026-05-11 03:47:18 | INFO     | run                  | 📊 EXECUTION SUMMARY:
2026-05-11 03:47:18 | INFO     | run                  |    ✅ Status: SUCCESS
2026-05-11 03:47:18 | INFO     | run                  |    - Rows processed: 487
2026-05-11 03:47:18 | INFO     | run                  |    - Unique symbols: 487
2026-05-11 03:47:18 | INFO     | run                  |    - Timestamp: 2026-05-11 08:47:12
2026-05-11 03:47:18 | INFO     | run                  |    - File: data/2026/05/2026-05-11.xlsx
2026-05-11 03:47:18 | INFO     | run                  | ======================================================================
2026-05-11 03:47:18 | DEBUG    | run                  | Sample data (first row):
2026-05-11 03:47:18 | DEBUG    | run                  | {'SYMBOL': 'KEL', 'SECTOR': 824, 'LDCP': 8.12, 'OPEN': 7.8, 'HIGH': 8.37, 'LOW': 7.7, 'CURRENT': 8.12, 'CHANGE': 0.2, 'CHANGE (%)': nan, 'VOLUME': 144424938, 'YEAR': 2026, 'MONTH': 5, 'DAY': 11, 'HOUR': 8, 'MINUTE': 47, 'DATETIME': '2026-05-11 08:47'}
2026-05-11 03:52:18 | INFO     | run                  | ======================================================================
2026-05-11 03:52:18 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-05-11 03:52:18 | INFO     | run                  | ======================================================================
2026-05-11 03:52:18 | INFO     | run                  | Execution Time: 2026-05-11 08:52:18 PKT
2026-05-11 03:52:18 | INFO     | run                  | Configuration:
2026-05-11 03:52:18 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-05-11 03:52:18 | INFO     | run                  |    - Data directory: data
2026-05-11 03:52:18 | INFO     | run                  |    - Log directory: logs
2026-05-11 03:52:18 | INFO     | run                  | ======================================================================
2026-05-11 03:52:18 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-05-11 03:52:18 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-05-11 03:52:21 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-05-11 03:52:24 | DEBUG    | fetch_data           | Response status: 200
2026-05-11 03:52:24 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-05-11 03:52:24 | DEBUG    | fetch_data           | Response size: 468072 bytes
2026-05-11 03:52:24 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-05-11 03:52:24 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-05-11 03:52:24 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-05-11 03:52:24 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-05-11 03:52:24 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
2026-05-11 03:52:24 | INFO     | parse_html           | Attempting HTML fallback parsing...
2026-05-11 03:52:24 | DEBUG    | parse_html           | Found 1 table(s) in HTML
2026-05-11 03:52:24 | DEBUG    | parse_html           | Table columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-11 03:52:24 | DEBUG    | parse_html           | Table shape: (487, 11)
2026-05-11 03:52:24 | INFO     | parse_html           | ✅ HTML parsed successfully (487 rows)
2026-05-11 03:52:24 | INFO     | clean_data           | Cleaning data...
2026-05-11 03:52:24 | DEBUG    | clean_data           | Initial shape: (487, 11)
2026-05-11 03:52:24 | DEBUG    | clean_data           | Initial columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-05-11 03:52:24 | DEBUG    | clean_data           | Removed 'LISTED IN' column
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted LDCP from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted OPEN from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted HIGH from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted LOW from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted CURRENT from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted CHANGE from float64 to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted CHANGE (%) from str to numeric
2026-05-11 03:52:24 | DEBUG    | clean_data           | Converted VOLUME from int64 to numeric
2026-05-11 03:52:24 | INFO     | clean_data           | ✅ Data cleaned (487 rows, 16 columns)
2026-05-11 03:52:24 | DEBUG    | clean_data           | Final columns: ['SYMBOL', 'SECTOR', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME', 'YEAR', 'MONTH', 'DAY', 'HOUR', 'MINUTE', 'DATETIME']
2026-05-11 03:52:24 | DEBUG    | get_file_path        | Generated file path: data/2026/05/2026-05-11.xlsx
2026-05-11 03:52:24 | INFO     | save_data            | Saving data to: data/2026/05/2026-05-11.xlsx
2026-05-11 03:52:24 | DEBUG    | save_data            | Existing file found, merging data...
2026-05-11 03:52:24 | DEBUG    | save_data            | Loaded 487 existing rows
2026-05-11 03:52:24 | DEBUG    | save_data            | Combined to 974 rows
2026-05-11 03:52:24 | DEBUG    | save_data            | Writing to temporary file...
2026-05-11 03:52:24 | DEBUG    | save_data            | Data written to temp file: /home/runner/work/varelix-kyrion/varelix-kyrion/data/2026/05/tmplh5p7_es.xlsx
2026-05-11 03:52:24 | DEBUG    | save_data            | Temp file moved to final location
2026-05-11 03:52:24 | INFO     | save_data            | ✅ Data saved successfully (974 total rows, 78028 bytes)
2026-05-11 03:52:24 | INFO     | run                  | ======================================================================
2026-05-11 03:52:24 | INFO     | run                  | 📊 EXECUTION SUMMARY:
2026-05-11 03:52:24 | INFO     | run                  |    ✅ Status: SUCCESS
2026-05-11 03:52:24 | INFO     | run                  |    - Rows processed: 487
2026-05-11 03:52:24 | INFO     | run                  |    - Unique symbols: 487
2026-05-11 03:52:24 | INFO     | run                  |    - Timestamp: 2026-05-11 08:52:18
2026-05-11 03:52:24 | INFO     | run                  |    - File: data/2026/05/2026-05-11.xlsx
2026-05-11 03:52:24 | INFO     | run                  | ======================================================================
2026-05-11 03:52:24 | DEBUG    | run                  | Sample data (first row):
2026-05-11 03:52:24 | DEBUG    | run                  | {'SYMBOL': 'KEL', 'SECTOR': 824, 'LDCP': 8.12, 'OPEN': 7.8, 'HIGH': 8.37, 'LOW': 7.7, 'CURRENT': 8.12, 'CHANGE': 0.2, 'CHANGE (%)': nan, 'VOLUME': 144424938, 'YEAR': 2026, 'MONTH': 5, 'DAY': 11, 'HOUR': 8, 'MINUTE': 52, 'DATETIME': '2026-05-11 08:52'}
2026-05-11 03:57:25 | INFO     | run                  | ======================================================================
