2026-04-29 03:52:21 | INFO     | run                  | ======================================================================
2026-04-29 03:52:21 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-04-29 03:52:21 | INFO     | run                  | ======================================================================
2026-04-29 03:52:21 | INFO     | run                  | Execution Time: 2026-04-29 08:52:21 PKT
2026-04-29 03:52:21 | INFO     | run                  | Configuration:
2026-04-29 03:52:21 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-04-29 03:52:21 | INFO     | run                  |    - Data directory: data
2026-04-29 03:52:21 | INFO     | run                  |    - Log directory: logs
2026-04-29 03:52:21 | INFO     | run                  | ======================================================================
2026-04-29 03:52:21 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-04-29 03:52:21 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-04-29 03:52:25 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-04-29 03:52:26 | DEBUG    | fetch_data           | Response status: 200
2026-04-29 03:52:26 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-04-29 03:52:26 | DEBUG    | fetch_data           | Response size: 462154 bytes
2026-04-29 03:52:26 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-04-29 03:52:26 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-04-29 03:52:26 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-04-29 03:52:26 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-04-29 03:52:26 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
2026-04-29 03:52:26 | INFO     | parse_html           | Attempting HTML fallback parsing...
2026-04-29 03:52:26 | DEBUG    | parse_html           | Found 1 table(s) in HTML
2026-04-29 03:52:26 | DEBUG    | parse_html           | Table columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-04-29 03:52:26 | DEBUG    | parse_html           | Table shape: (481, 11)
2026-04-29 03:52:26 | INFO     | parse_html           | ✅ HTML parsed successfully (481 rows)
2026-04-29 03:52:26 | INFO     | clean_data           | Cleaning data...
2026-04-29 03:52:26 | DEBUG    | clean_data           | Initial shape: (481, 11)
2026-04-29 03:52:26 | DEBUG    | clean_data           | Initial columns: ['SYMBOL', 'SECTOR', 'LISTED IN', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME']
2026-04-29 03:52:26 | DEBUG    | clean_data           | Removed 'LISTED IN' column
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted LDCP from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted OPEN from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted HIGH from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted LOW from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted CURRENT from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted CHANGE from float64 to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted CHANGE (%) from str to numeric
2026-04-29 03:52:26 | DEBUG    | clean_data           | Converted VOLUME from int64 to numeric
2026-04-29 03:52:26 | INFO     | clean_data           | ✅ Data cleaned (481 rows, 16 columns)
2026-04-29 03:52:26 | DEBUG    | clean_data           | Final columns: ['SYMBOL', 'SECTOR', 'LDCP', 'OPEN', 'HIGH', 'LOW', 'CURRENT', 'CHANGE', 'CHANGE (%)', 'VOLUME', 'YEAR', 'MONTH', 'DAY', 'HOUR', 'MINUTE', 'DATETIME']
2026-04-29 03:52:26 | DEBUG    | get_file_path        | Generated file path: data/2026/04/2026-04-29.xlsx
2026-04-29 03:52:26 | INFO     | save_data            | Saving data to: data/2026/04/2026-04-29.xlsx
2026-04-29 03:52:26 | DEBUG    | save_data            | Writing to temporary file...
2026-04-29 03:52:27 | DEBUG    | save_data            | Data written to temp file: /home/runner/work/varelix-kyrion/varelix-kyrion/data/2026/04/tmpcd3l1zlw.xlsx
2026-04-29 03:52:27 | DEBUG    | save_data            | Temp file moved to final location
2026-04-29 03:52:27 | INFO     | save_data            | ✅ Data saved successfully (481 total rows, 41113 bytes)
2026-04-29 03:52:27 | INFO     | run                  | ======================================================================
2026-04-29 03:52:27 | INFO     | run                  | 📊 EXECUTION SUMMARY:
2026-04-29 03:52:27 | INFO     | run                  |    ✅ Status: SUCCESS
2026-04-29 03:52:27 | INFO     | run                  |    - Rows processed: 481
2026-04-29 03:52:27 | INFO     | run                  |    - Unique symbols: 481
2026-04-29 03:52:27 | INFO     | run                  |    - Timestamp: 2026-04-29 08:52:21
2026-04-29 03:52:27 | INFO     | run                  |    - File: data/2026/04/2026-04-29.xlsx
2026-04-29 03:52:27 | INFO     | run                  | ======================================================================
2026-04-29 03:52:27 | DEBUG    | run                  | Sample data (first row):
2026-04-29 03:52:27 | DEBUG    | run                  | {'SYMBOL': 'CNERGY', 'SECTOR': 825, 'LDCP': 8.73, 'OPEN': 8.06, 'HIGH': 8.83, 'LOW': 8.04, 'CURRENT': 8.73, 'CHANGE': 0.68, 'CHANGE (%)': nan, 'VOLUME': 265575993, 'YEAR': 2026, 'MONTH': 4, 'DAY': 29, 'HOUR': 8, 'MINUTE': 52, 'DATETIME': '2026-04-29 08:52'}
2026-04-29 03:57:27 | INFO     | run                  | ======================================================================
2026-04-29 03:57:27 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
